pais,departamento,municipio,lat,lon,familia,lengua,significado,origen,lengua_nativa,tema,otros_nombres,fuente,enlace_embeber
Colombia,Santander,Lebrija,7.113056,-73.218889,Indoeuropea - Romance Occidental,Español,,,No,Otro topónimo,,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Los Santos,6.7564,-73.102982,Indoeuropea - Romance Occidental,Español,"Santos es una expresión que proviene de la voz latina sanctus, que nombra lo sagrado, variación de sancio “inviolable”.",,No,Otro topónimo,Los Santos de Tocaregua (siglo XVII).,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Macaravita,6.50594,-72.5927,Chibcha,Muysccubun,,"La población indígena de Macaravita habitó las estribaciones de la Sierra Nevada del Cocuy, Güican y Chita en el valle del río Cifuentes.",Si,Comunidades,Nuestra Señora de La Concepción y San Claudio de Macaravita (1735).,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Málaga,6.70245,-72.73177,Afroasiática,Hebreo,"Los fenicios acuñaron monedas que eran leidas con la expresión mlk-malaka-malaca, variación de las voces hebreas mala-kah que significa ""taller, fábrica"", ""oficina"".

También puede venir de la lengua vasca a partir de la expresión mal-carra que significa ""terreno escabroso"".",,No,Otro topónimo,San Jerónimo y Nuestra Señora de la Soledad de Málaga del Valle de Tequia (1695).,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Matanza,7.32241,-73.01539,Indoeuropea - Romance Occidental,Español,,,No,"Otro topónimo, Época / Hecho histórico","Santo Eccehomo de la Matanza (1749), Villa de Santo Eccehomo de la Matanza (1810).",Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Mogotes,6.47444,-72.96956,Peleoeuropea,Euskera,"Mogotes es un término plural de la voz mogote, término de origen prerromano y probablemente empraentado con la lengua vasca del vocablo mokoti ""puntiagudo"", derivado de la voz moko ""punta"".",,No,Paisaje / Características naturales,Nuestra Señora del Rosario de Chiquinquirá y Santa Bárbara de Mogotes (1722).,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Molagavita,6.67398,-72.80955,Chibcha,Muysccubun,,"Antes de la llegada de los españoles existía el pueblo de indios conocido como Molagavita, quienes fueron sometidos y dados en encomienda al capitán Antonio Enciso. Hacia finales del siglo VXII ya era un pueblo de blancos.",Si,Comunidades,San Pedro de Molagavita (1772).,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Ocamonte,6.339722,-73.1225,Chibcha,Guane,,Posiblemente en tiempos prehispánicos existió un pueblo indígena llamado Ocamonte.,Si,Comunidades,San Vicente Ferrer de Ocamonte (1776).,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Oiba,6.26467,-73.298378,Chibcha,Guane,,,Si,Apodos / Nombres humanos,San Miguel de Oiba (1753).,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Onzaga,6.34456,-72.817551,Chibcha,Muysccubun,,"Onzaga fue el nombre con que se identifió al cacique muisca, que gobernó la región desde tiempos anteriores a la llegada de los españoles.",Si,Apodos / Nombres humanos,Nuestra Señora de la Concepción (1777).,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Palmar,6.53851,-73.29211,Indoeuropea - Romance Occidental,Español,"La expresión palmar es una variación de la palabra palma, término originado en los vocablos latinos plamaris-palma, que hacen referencia a la hoja de la palmera y el árbol de palmera.",,No,Flora,,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Palmas del Socorro,6.407219,-73.2883,Indoeuropea - Romance Occidental,Español,"Palmas es un término originado en los vocablos latinos plamaris-palma, que hacen referencia a la hoja de la palmera y el árbol de palmera.

Socorro es palabra de origen latino que proviene del vocablo sucurrere-sub-curro, que expresa ""ayuda"", ""correr en auxiolio"".",,No,"Flora, Otro topónimo",Nuestra Señora de la Concepción (1809).,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Páramo,6.416383,-73.170257,Indoeuropea - Romance Occidental,Español,"La palabra páramo proviene de la voz latina paramus que expresa ""altiplanicie, colina, cerro, ladera pendiente en una colina"", originada en la antigua voz paramá ""lugar más alto"".",,No,Otro topónimo,Nuestra Señora de Chiquinquirá del Páramo (1776).,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Piedecuesta,6.98803,-73.050034,Indoeuropea - Romance Occidental,Español,"Pïe nace de las voces latinas pes-pedis que representan a la ""pata de os animales"".

También hace referencia a la acción de ""pisar una mata espesa de yerba"" y también representa de igual manera cada una de las columnas de piedra o de madera que sostiene un granero, planta o pozo"".

Cuesta significa ""espalda, antiguo terreno en pendiente"".",,No,Paisaje / Características naturales,"San Francisco Javier del sitio del Pie de La Cuesta (1774), Villa de San Carlo del Sitio del Pie de La Cuesta (1810).",Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Pinchote,6.53247,-73.1727,Chibcha,Guane,,"Hacia finales del siglo XVII, cuando se da una nueva organización territorial de Guanentá, colonos campesinos ubicados en el sitio conocido como Pinchote decidieron erigir una parroquia en aquel llamada Nuestra Señora del Rosario de Pinchote, con el paso del tiempo se le llamó Pinchote.",Si,Otro topónimo,Nuestra Señora del Rosario de Pinchote (1782).,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Puente Nacional,5.87784,-73.678101,Indoeuropea - Romance Occidental,Español,"La palabra puente se origina en las voces latinas pons-pontis que representan una ""construcción sobre arroyos, ríos o canales para pasarlos"".

La palabra nacional se deriva de nación, proviene de los vocablos latinos natio-nationis que identifican al ""conjunto de habitantes de un país regido por el mismo gobierno"", ""acto de nacer en un territorio comprendido por individuos y colectivos"".",,No,Usos / actividades humanas,Puente Real (1819).,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Puerto Parra,6.651522,-74.057401,Indoeuropea - Romance Occidental,Español,"Puerto  es una palabra que se origina en el latín portus que significa ""entrada de una sierra, entrada en un terriitorio serrano"".

Parra representa una ""vid levantada artificialmente. En lengua occitana la expresión es parran que significa ""huerto"".

En lengua portuguesa parra es ""vid, cepa, mata, pie de planta"".

En lengua occitana arcáica parra identificó al ""recinto de un corral"".

Un posible origen germánico de parra es pfarra-pfarre-parre que significa ""parroquia"".",,No,"Usos / actividades humanas, Apodos / Nombres humanos",,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Puerto Wilches,7.3488,-73.89827,Indoeuropea - Romance Occidental,Español,"Puerto  es una palabra que se origina en el latín portus que significa ""entrada de una sierra, entrada en un terriitorio serrano"".

Wilches es una expresión derivada de la palabra vilches-vilchez-vilche, nacida en la provincia de Jaén y en la provincia de la Aldea en Madrid, España.",,No,"Usos / actividades humanas, Apodos / Nombres humanos",Aldea de Wilches (1882).,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Rionegro,7.265292,-73.14938,Indoeuropea - Romance Occidental,Español,"Río, es una palabra derivada de la voz latina rivus, rius que significa ""arroyo, canal"".

Negro es una palabra derivada de las voces latinas niger-nigra-nigrum en referencia a lo oscuro y al tono que denomina. Negro, probablemente es una voz nacida en la lengua mozárabe naguilla-niguella que progresó a negro.",,No,Paisaje / Características naturales,,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Sabana de Torres,7.39384,-73.49901,"Arawak, Indoeuropea - Romance Occidental","Taino, Español","Sabana es utilizada para describir vegas, cerros y costas de ribera sin árboles, a cualquier expresión territorial sin bosque. ""Tierra sin arboledas, con o sin hierba"", ""llanos y campiñas co nhierba muy hermosa"", ""llanura sin vegetación arbórea, aunque abundante pasto"".

Torres esl el plural de torre, palabra que proviene de los vocablos latinos turris-torrere, en el sentido de estructura fuerte más alta que ancha construida para defender una ciudad o plaza.",,Híbrido,"Paisaje / Características naturales, Apodos / Nombres humanos",,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,San Andrés,6.8098,-72.84974,Indoeuropea - Romance Occidental,Español,"San es una expresión que proviene de la voz latina sanctus, que nombra lo sagrado, variación de sancio “inviolable”.

Andrés es nombre de origen latino, variación de los vocablos catalanes andreas, andrea, que significa ""hombre generoso, alma llena de aliento y de brío"".",,No,Espiritualidad / Religión,Mogotócoro (hasta 1760),Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,San Benito,6.126517,-73.509575,Indoeuropea - Romance Occidental,Español,"San es una expresión que proviene de la voz latina sanctus, que nombra lo sagrado, variación de sancio “inviolable”.

Benito es un nombre derivado de benedicto y proviene de las voces latinas benedictus-benedicto que expresa ""bendito"", ""consagrado"", y representa al ""orador"" y al ""santo"".",,No,Espiritualidad / Religión,Nuestra Señora de la Piedra de San Benito Abad (1766).,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,San Gil,6.554624,-73.134981,Indoeuropea - Romance Occidental,Español,"San es una expresión que proviene de la voz latina sanctus, que nombra lo sagrado, variación de sancio “inviolable”.

Gil es una expresión derivada de la voz francesa gilles que nace en el término latino medieval aegidius-egidio ""el protegido"", ""el defendido"", ""quien está bajo la égida"".",,No,Apodos / Nombres humanos,Villa de Santa Cruz y San Gil de Nueva Baeza (1689).,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,San Joaquín,6.428004,-72.867575,"Indoeuropea - Romance Occidental, Afroasiática","Español, Hebreo","San es una expresión que proviene de la voz latina sanctus, que nombra lo sagrado, variación de sancio “inviolable”.

Joaquín es un nombre de origen hebreo, proviene de las voces yeho-akim-io-kim. Es un nombre popular para los cristianos que significa ""dios dispondrá"".",,No,Espiritualidad / Religión,San Joaquín de Petaquero (1800).,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,San José de Miranda,6.65825,-72.732841,"Indoeuropea - Romance Occidental, Afroasiática","Español, Hebreo","San es una expresión que proviene de la voz latina sanctus, que nombra lo sagrado, variación de sancio “inviolable”.

José es una palabra de origen hebreo, que nace en la voz yosef con el sentido de ""dios añadirá, él acrecentará, dios aumenta"".

Miranda es un término derivado de mirar, proveniente del latín mirari que significa ""asombrarse, extrañar, admirar, contemplar"".",,No,"Espiritualidad / Religión, Apodos / Nombres humanos","Tequia (a principios del siglo XVI), Nuestra Señora de los Remedios y San José de Tequia (1812).",Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,San Miguel,6.57511,-72.64534,"Indoeuropea - Romance Occidental, Afroasiática","Español, Hebreo","San es una expresión que proviene de la voz latina sanctus, que nombra lo sagrado, variación de sancio “inviolable”.

Miguel  es un nombre de origen hebreo, proviene de la expresión mi-ka-el que expresa ""quién como Dios"".",,No,"Apodos / Nombres humanos, Espiritualidad / Religión",,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,San Vicente de Chucurí,6.880674,-73.409362,No determinada,No determinada,"San es una expresión que proviene de la voz latina sanctus, que nombra lo sagrado, variación de sancio “inviolable”.

Chucurí es el nombre que en los Llanos Orientales de Colombia designa el cereque, guatusa o tusa real, animal de talla mediana, roedor, tan grande como un cerdo chico, con piernas largas y delgadas.","El nombre Chucurí fue dado por los colonos, porque así se llamaba el río que pasaba por el territorio donde se construyó el poblado.",Híbrido,"Espiritualidad / Religión, Otro topónimo","San Vicente Ferrer de Chucurrí (1818), San Vicente Ferrer de La Llana (1826).",Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Santa Bárbara,6.990967,-72.906842,Indoeuropea - Romance Occidental,Español,"Santo-santa es una expresión que proviene de la voz latina sanctus, que nombra lo sagrado, variación de sancio “inviolable”.

Los bárbaros y bárbaras eran términos con que griegos y romanos nombraron a los ""extranjeros"" y a quienes no hablaban su lengua. ",,No,Espiritualidad / Religión,"Suaque (siglo XVI), Santa Bárbara de Suaque (siglo XX).",Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Santa Helena del Opón,6.33872,-73.616598,"Indoeuropea - Romance Occidental, Chibcha","Español, Opón","Santa es una expresión que proviene de la voz latina sanctus, que nombra lo sagrado, variación de sancio “inviolable”.

Helena es una expresión derivada de la voz elena, que se origina del vocablo griego eyebn ""la antorcha brillante y resplandeciente"".","Opón es el término singular de opones, palabra que designó a la comunidad indígena que vivía en el Carare, en la cuenca del río Suárez hasta Girón, al norte del actual territorio de Socorro, región de Santander.",No,"Espiritualidad / Religión, Comunidades",Santa Helena (hasta 1943).,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Simacota,6.443633,-73.337349,Chibcha,Guane,,"Los guanes fueron los primeros habitantes de la zona y una de las parcialidades se encontraba bajo el dominio del cacique Simacota, que en tiempos de la Colonia fue confinada de encomienda.",Si,Apodos / Nombres humanos,Nuestra Señora de Chiquinquirá de Simacota (1710).,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Socorro,6.47005,-73.26162,Indoeuropea - Romance Occidental,Español,"Socorro es palabra de origen latino que proviene del vocablo sucurrere-sub-curro, que expresa ""ayuda"", ""correr en auxiolio"".",,No,Espiritualidad / Religión,Nuestra Señora del Socorro del Valle de Chancón (1628).,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Suaita,6.103265,-73.440304,Chibcha,Muysccubun,,La denominación del municipio se dio al parecer por el nombre del cacique agregado a la doctrina Lenguaruco o Cucunubá.,Si,Apodos / Nombres humanos,Nuestra Señora del Rosario del Valle de Suaita (1694).,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Sucre,5.91766,-73.79242,Indoeuropea - Romance Occidental,Español,"Sucre es un apellido catalán que se deriva de la voz de origen latino sucarus que significa ""amable, benigno"".",,No,Apodos / Nombres humanos,,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Suratá,7.36698,-72.98409,Chibcha,Chitarero,,"A la llegada de los españoles se encontraban los indígenas Chitareros, aglomerados en pequeños poblados; uno de estos pueblos era conocido como Cácota de Suratá, el cual fue dado en encomienda a los vecinos de Pamplona.",Si,Otro topónimo,Cácota de Suratá (1622). Santo Ecce Homo de Suratá (1783).,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Tona,7.202345,-72.965936,Chibcha,Chitarero,,"El nombre del municipio se dió en memoria del poblado indígena Tona, cuyos indígenas fueron llevados a trabajar en las minas de Vetas y en el río Suratá.",Si,Otro topónimo,,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Valle de San José,6.44732,-73.144249,"Indoeuropea - Romance Occidental, Afroasiática","Español, Hebreo","La palabra valle nace de la voz latina vallis y expresa ""hueco"", ""estaca"", ""hondanada"", ""espacio entre dos montes"", ""llanura entre montañas"", ""planicie encerrada entre montañas"".

San es una expresión que proviene de la voz latina sanctus, que nombra lo sagrado, variación de sancio “inviolable”.

José es una palabra de origen hebreo, que nace en la voz yosef con el sentido de ""dios añadirá, él acrecentará, dios aumenta"".",,No,"Paisaje / Características naturales, Espiritualidad / Religión",,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Vélez,6.01293,-73.673141,Indoeuropea - Romance Occidental,Español,"La palabra vélez proviene del árabe velda-velet para referirse a la ""tierra"", término que con el tiempo resultó en vela-velad-vélez.

Desde un origen vasco vélez se relaciona con las voces belez-bele-bela que representan el ""cuero"".",,No,Otro topónimo,,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Vetas,7.309795,-72.871318,Indoeuropea - Romance Occidental,Español,"Vetas es plural de veta, expresión derivada del latín vitta, que representa una ""cinta, ínfula de sacerdote, atar, ligar"".",,No,"Usos / actividades humanas, Paisaje / Características naturales",Las Vetas (siglo XVIII).,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Villanueva,6.671302,-73.175342,Indoeuropea - Romance Occidental,Español,"Villa es una palabra de origen latino, designa a una casa de campo con granja.

La expresión nueva se origina en las voces latinas novus-nova-novum, que expresan algo que surge y no existía antes. En la lengua portuguesa novo significa ""joven"".",,No,Usos / actividades humanas,,Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Santander,Zapatoca,6.81557,-73.270531,Chibcha,Guane,,"Muchos lugares del territorio fueron nombrados en su lengua, como sucedió con Sapatoca. En el siglo XVII, cuando los espaoles poblaron las tierras baldías de los Guane con haciendas, Sapatoca fue una de ellas.",Si,Otro topónimo,"San Joaquín de Guan (1743), San Joaquín de Zapatoca (1760).",Nombres Geográficos de Colombia: Región Santandereana,
Colombia,Tolima,Alpujarra,3.39213,-74.93242,Afroasiática,Árabe,"La palabra Alpujarra ha sido interpretada de varias maneras. Alpujarra-alpuxarra es el topónimo que identifica una ""montaña o sierra"" del territorio de la monarquía de Granada. 

También parece que la palabra alpujarra es derivada de las voces árabes al-bord-jela que representan ""castillos de los aliados"" quizá porque en sus montañas se levantaron fuertes de árabes rebeldes.

Es posible otro origen desde el término árabe al-bug-scharra que significa ""sierra de pastos"" por lo abundante de esta yerba en sus cañadas.",,No,Otro topónimo,,Nombres Geográficos de Colombia: Región Tolima Grande,
Colombia,Tolima,Alvarado,4.56725,-74.95377,Indoeuropea - Romance Occidental,Español,"Álvaro  es un término de origen germánico que proviene de la voz Alwar, compuesta por los vocablos all ""todo"" y wers que significa ""prudente"", el cual denota los sentidos de ""todo prudente, enteramente precavido"".",,No,Otro topónimo,"Cayma (siglo XVI), Cayma Arriba (siglo XIX, Caldas (inicios del siglo XX).",Nombres Geográficos de Colombia: Región Tolima Grande,
Colombia,Tolima,Ambalema,4.7816,-74.76324,Quechua,Quechua,,"En tiempos prehispánicos, la zona estaba ocupada por indígenas conocidos como ambalemas, emparentados con el grupo panche. Allí se conformó una encomienda llamda Ambalema.",Si,Comunidades,,Nombres Geográficos de Colombia: Región Tolima Grande,
Colombia,Tolima,Anzoátegui,4.63082,-75.09482,Paleoeuropeo,Euskera,,"El nombre del municipio fue dado en honor a José Antonio Anzoátegui y Hernández. Se desatacó como oficial del ejército neogranadino durante la guerra de Independencia, particularmente en la batalla de Boyacá y como jefe de la guardia de honor de Simón Bolívar, donde obtuvo el grado de general de división.",No,Apodos / Nombres humanos,,Nombres Geográficos de Colombia: Región Tolima Grande,
Colombia,Tolima,Armero,5.03056,-74.88453,Indoeuropea - Romance Occidental,Español,"La palabra Armero identifica a las personas que son vendedoras, restauradoras, fabricantes y custodias de armas.",,No,Apodos / Nombres humanos,San Lorenzo (1895-1930).,Nombres Geográficos de Colombia: Región Tolima Grande,
Colombia,Tolima,Ataco,3.59105,-75.38201,Quechua,Quechua,"Ataco es una voz que se registra como propia de la lengua quechua, derivada del vocablo hattaco que significa ""bledo"", ""amaranto"", una planta cuyos tallos crecen a ras de tierra, floración escarlta y hojas de tono verdoso.

Otra visión indica que ataco es la forma conjugada del verbo transitivo atacar  en primera persona (yo ataco). Esta forma proviene de la acción de atacar que manifiesta el ejercicio de apretar el taco en un arma de fuego o una mina.","En una primera visión, el nombre dado al municipio hace referencia a plantas de origen andino que pertenece a la familia de los amarantos, conocido comunmente de esa manera en Colombia.

Una segunda visión, la denominación ataco, surge con relación a la presencia de correintes hídricas en el territorio que comprendió desde la región del sur de Atá, como se conoció el territorio del hoy municipio de Planadas al sur del departamento, en donde nace el río Atá, afluente de otro río, el Aico. Los dos topónimos, Atá y Aico, pueden ser referencia para el nombramiento de Ataco.",Si,Flora,,Nombres Geográficos de Colombia: Región Tolima Grande,
Colombia,Tolima,Cajamarca,4.44105,-75.42576,Quechua,Quechua,"En quechua cajamarca puede significar ""tierra de frío"".","El nombre del municipio se debe a una hacienda localizada cerca del sector urbano llamada Cajamarca, propiedad de Manuel Gómez. Esta denominación recuerda a la ciudad peruana de Cajamarca, uno de los centros económicos más importantes del vecino país. Cajamarca es conocida como la ciudad del Imperio Inca, donde vivía el gobernante Atahuapa a la llegada de los españoles en 1530.",Híbrido,Comunidades / Asentamientos,"Anaime (siglo XVI), San Miguel de Perdomo (1913), Quesada (1930), Herrera (1932-1938).",Nombres Geográficos de Colombia: Región Tolima Grande,
Colombia,Tolima,Carmen de Apicalá,4.14742,-74.72242,"Afroasiática, Quechua","Árabe, Quechua","Carmen es una expresión de la lengua castellana que significa ""quinta"".
","La devoción de la comunidad a la Virgen del Carmen originó el primer nombre. La segunda denominación se tomó de la quebrada conocida como Apicalá, la cual atraviesa el territorio del actual municipio. Carmen nombra el templo de Nuestra Señora del Carmen según la religión judeo-cristiana. Esta palabra identifica el templo de la Virgen del monte Carmelo en Israel, región de la baja Galilea.",Híbrido,"Espiritualidad / Religión, Otro topónimo",,Nombres Geográficos de Colombia: Región Tolima Grande,
Colombia,Tolima,Casabianca,5.080067,-75.120415,Indoeuropea - Romance Occidental,Español,"Casablanca indica que el color de una quinta, habitación o construcción es blanco.","Denominación dad en homenaje al general Manuel Casablanca, quien fuera el primer gobernante del departamento del Tolima. El general Casablanca desarrolló su vida militar y política en el Estado Soberano del Tolima en las familias del Partido Conservador.",No,Apodos / Nombres humanos,Santo Domingo (1866-1896).,Nombres Geográficos de Colombia: Región Tolima Grande,
Colombia,Tolima,Chaparral,3.723611,-75.484722,Indoeuropea - Romance Occidental,Español,"Chaparral indica un ""lugar de abundantes robles o chaparros"".","El nombre de Chaparral surgió en referencia a una zona plana donde abundaba el árbol de Chaparro, el cual subsiste en el hoy municipio y en otros al sur del departamento.",No,Paisaje / Características naturales,"Ciudad Real de Minas de las Torres de los Pijaos del Chaparral de los Reyes (1586), San Lorenzo de Chaparral (finales del siglo XVI), San Juan Bautista de Chaparral (1773).",Nombres Geográficos de Colombia: Región Tolima Grande,
Colombia,Tolima,Coello,4.28817,-74.89824,Indoeuropea - Romance Occidental,Español,,El nombre de municipio ha sido un referente del primer poblado localizado en la margen izquierda del río COello. Este río reviste gran importancia para el desarrollo del municipio.,No,Otro topónimo,"Pueblo Nuevo de la Trinidad o Pueblo Nuevo de la Santísima Trinidad de las Bocas del Río Coello, Cuello (1627).",Nombres Geográficos de Colombia: Región Tolima Grande,
Colombia,Tolima,Coyaima,3.79867,-75.19555,Quechua,Quechua,,"Coyaima debe su nombre a una de las tribus aliadas de los pijaos, quienes habitaban el valle del río Magdalena, extendiéndose hacia el suru desde la desembocadura y parte baja del río Saldaña hasta el actual territorio de Timaná, en jurisdicción del departamento del Huila.",Si,Comunidades,Nuestra Señora del Carmen de Coyaima (1608).,Nombres Geográficos de Colombia: Región Tolima Grande,
Colombia,Tolima,Cunday,4.0605,-74.69233,Quechua,Quechua,"Cunday ha sido emparentada con la lengua y familia lingüística quechua, desde su semejanza con el vocablo quechua contay que significa ""greda blanca"". ","Hacia finales del siglo XVIII, cuando el formó el caserío, los campesinos tuvieron presente a los pobladores originarios de la región por lo que le llamaron Cunday.",Si,Comunidades,,Nombres Geográficos de Colombia: Región Tolima Grande,
Colombia,Tolima,Dolores,3.53939,-74.89603,Indoeuropea - Romance Occidental,Español,"Dolores presenta forma plural derivada de los vocablos latinos dolor-doleo que presentan ""experimentar dolor, el sufrimiento"".","Este municipio lleva el nombre en mención a la Virgen de los Dolores, designación dada por varios religioso y campesino en la época en que el caserío se formó a inicios del siglo XVIII, quienes llevaron consigo una imagen de la Virgen de los Dolores o Nuestra Señora de los Dolores, una de las advocaciones de la Virgen María.

La denominación dolores identifica el padecimiento de la madre de Jesucristo para la historia del cristianismo. ",No,Espiritualidad / Religión,San Antonio Abad del Páramo de los Dolores (1700).,Nombres Geográficos de Colombia: Región Tolima Grande,
Colombia,Tolima,Espinal,4.1503,-74.88462,Indoeuropea - Romance Occidental,Español,"El término espina nace en las voces latinas spina-spicna-spica-spicus que identifican a las ""espigas, espinas"".

Espinal se identifica a un lugar en el que abundan arbustos espinosos.","Con la consolidación de las haciendas como sistema productivo en el siglo XVIII, surgió una de las más importantes de la región, dedicada a la ganadería, llamada Llano Grande, el latifuindió fue dividido en tres partes, denominando a la más extensa como Llano Grande del Espinal, a su vez se le dio el nombrede Espinal por presencia de arbustos de espino en la región.",No,Paisaje / Características naturales,"Llano Grande del Espinal (1776), Santa Bárbara del Espinal (1809).",Nombres Geográficos de Colombia: Región Tolima Grande,
Colombia,Tolima,Falan,5.12379,-74.95201,Indoeuropea - Romance Occidental,Español,,"En 1930, la Asamblea Departamental del Tolima decidió cambiar el nombre de Santa Ana por el de Falan como reconocimiento al poeta, escritor, compositor e intérprete musical colombiano Diego Vicente Fallón.",No,Apodos / Nombres humanos,"Rosario de las Lajas (1745-1749), Santa Ana de Lajas (1749-1930).",Nombres Geográficos de Colombia: Región Tolima Grande,
Colombia,Tolima,Flandes,4.28629,-74.813809,Indoeuropea - Romance Occidental,Español,"Este término se registra como propio de la lengua holandesa en la forma flamming, lengua en la que representa el calificativo de ""llameante"", vocablo también ha sido emparentado con las palabras flamnego-flamenco, voces que identificaron a las personas originarias de allí.

Otro origen del término flandes se manifiesta a partir de la mezcla de los términos forest lant, silve ""patria"".","El nombre del municipio fue dado por el conocido Paso de Flandes, lugar de descanso en el camino indígena y luego camino real que llevaba deade las actuales poblaciones de Saldaña a Tocaima (Cundinamarca).

Flandes es también la denominación empleada para referirse a una región belga ubicada al norte del país europeo, formada por cinco provincias.",No,Otro topónimo,Paso de La Canoa de Montero o Paso de Los Flandes (La Colonia).,Nombres Geográficos de Colombia: Región Tolima Grande,
Colombia,Tolima,Fresno,5.153016,-75.037059,Indoeuropea - Romance Occidental,Español,"La palabra fresno se deriva del vocablo latino fraxinus ""que tiene madera blanca que resplandece, luce, brilla"".","En el momento de la organización del caserío se le llamó Mosquesada, luego los colonos lo denominaron Fresno, debido a que en el lugar abundan estos árboles. El fresno es un árbol de origen europeo y también se encuentran en Asia Menor. No tiene mucha altura y se utiliza para sombrío debido a su abundante follaje.",No,Flora,Mosquesada (1857).,Nombres Geográficos de Colombia: Región Tolima Grande,
Colombia,Tolima,Guamo,4.0305,-74.97017,Niger-Congo,"Bambará-Mandé, Taíno (Africana-indígena)","La palabra guama-guamo, en Colombia, Haití y Venezuela, además de nombrar al árbol, representa la ""mentira"", una ""calamidad"", ""pie o mano muy grande"".

Entre los galleros, el guamo es la sangre acumulada en el pescuezo del gallo, causada por los golpes y las heridad en pelea, que lo dejan abatido.

De igual manera, las palabras guamá-guamo presentan un posible origen en una lengua denominada como arauco, posiblemente un variedad de la lengua taina emparentada con la familia lingüística arawak. Guama significa ""señor"", ""maestro"", representa el nombre de un dirigente de la comunidad que según se indica fue ""precursor"" de la actualmente nombrada Guerra de Guerrillas, combatiendo la invasión europea durante diez años consecutivos.

La influencia quechua en el territorio colombiano sostiene un acercamiento semántico del término guamo, que identifica una planta que se siembra en los cafetales, con el vocablo guamay ""carrizo"", planta cuyo tallo contiene agua fresca.","El nombre de Guamo le fue dado al caserío por los primeros habitantes de origen europeo, a comienzos de la época de La Colonia, con relación a la abundancia de árboles de guamo presentes en la zona.",No,Flora,Santa Ana del Guamo (1772),Nombres Geográficos de Colombia: Región Tolima Grande,
Colombia,Tolima,Herveo,5.080024,-75.176291,Indoeuropea - Romance Occidental,Español,"En lengua bretona la palabra hervé posiblemente representa el ""amor"".","La zona donde actualmente se encunetra la cabecera urbana del municipio fue reconocida con el nombre de Hervé por los conquistadores, desde los primeros años de la época de la Colonia e identificó la presencia de minas en la región.

La Asamblea Departamental del Tolima otorgó el nombre de Herveo en mención a la denominación del nevado del Ruiz, y en honor a la tribu nativa que habitó la región, los hervés, indígenas oriundos de estas zonas y que desaparecieron durante la conquista española.",No,"Comunidades, Otro topónimo","Soledad (1871), Nuestra Señora de la Soledad (1872-1930).",Nombres Geográficos de Colombia: Región Tolima Grande,
